year,current,after5y,sex,age_range_start,age_range_end
2014,5,2,男性,70,74
2014,5,6,女性,35,39
2014,7,7,女性,50,54
2014,9,9,女性,60,64
2014,6,3,男性,55,59
2014,8,4,男性,45,49
2014,8,10,女性,60,64
2014,8,5,女性,45,49
2014,10,10,女性,40,44
2014,10,10,女性,35,39
2014,7,9,女性,40,44
2014,6,5,女性,50,54
2014,5,8,女性,60,64
2014,7,9,男性,35,39
2014,9,11,女性,45,49
2014,9,11,女性,40,44
2014,4,1,男性,70,74
2014,8,9,男性,70,74
2014,9,8,女性,55,59
2014,7,10,男性,45,49
2014,7,7,男性,50,54
2014,9,6,男性,55,59
2014,9,9,女性,35,39
2014,6,8,女性,45,49
2014,3,8,女性,45,49
2014,9,6,女性,55,59
2014,8,10,男性,80,84
2014,8,8,女性,40,44
2014,6,5,男性,80,84
2014,6,9,女性,40,44
2014,8,8,女性,55,59
2014,6,7,女性,50,54
2014,8,8,女性,70,74
2014,7,5,女性,45,49
2014,7,7,男性,60,64
2014,10,10,男性,70,74
2014,7,7,男性,60,64
2014,7,7,女性,45,49
2014,7,9,男性,50,54
2014,7,7,男性,55,59
2014,9,8,女性,65,69
2014,5,5,女性,45,49
2014,9,9,女性,35,39
2014,9,9,女性,35,39
2014,7,12,男性,50,54
2014,8,11,女性,35,39
2014,5,3,女性,60,64
2014,8,8,女性,65,69
2014,9,6,女性,50,54
2014,7,8,女性,50,54
2014,5,5,男性,65,69
2014,7,7,女性,65,69
2014,7,7,男性,50,54
2014,7,7,女性,55,59
2014,9,10,男性,65,69
2014,5,5,女性,40,44
2014,7,7,女性,40,44
2014,6,6,女性,45,49
2014,8,8,女性,40,44
2014,6,6,女性,50,54
2014,10,13,女性,35,39
2014,8,8,女性,65,69
2014,5,2,女性,70,74
2014,7,7,女性,50,54
2014,7,4,女性,60,64
2014,8,8,女性,45,49
2014,7,9,女性,45,49
2014,8,5,女性,45,49
2014,5,5,男性,45,49
2014,8,8,男性,65,69
2014,8,6,男性,60,64
2014,8,6,女性,45,49
2014,6,3,男性,65,69
2014,8,8,女性,40,44
2014,9,9,男性,55,59
2014,8,10,女性,35,39
2014,6,6,女性,40,44
2014,9,11,女性,45,49
2014,6,9,男性,55,59
2014,4,1,男性,50,54
2014,7,8,女性,45,49
2014,6,6,男性,80,84
2014,5,3,女性,45,49
2014,5,5,女性,35,39
2014,9,6,男性,55,59
2014,6,6,女性,45,49
2014,7,7,女性,60,64
2014,4,-1,女性,45,49
2014,9,11,女性,45,49
2014,8,8,女性,50,54
2014,7,3,男性,35,39
2014,7,12,女性,50,54
2014,8,5,女性,45,49
2014,8,8,女性,45,49
2014,7,8,男性,50,54
2014,4,4,女性,35,39
2014,8,8,女性,50,54
2014,9,10,女性,50,54
2014,5,5,女性,50,54
2014,9,14,男性,35,39
2014,3,-2,男性,45,49
2014,8,8,男性,70,74
2014,10,8,女性,35,39
2014,7,7,男性,65,69
2014,9,9,女性,65,69
2014,8,8,女性,60,64
2014,9,9,女性,55,59
2014,9,14,女性,35,39
2014,9,9,女性,55,59
2014,7,7,女性,45,49
2014,5,5,女性,45,49
2014,10,10,男性,65,69
2014,8,8,女性,30,34
2014,7,4,男性,75,79
2014,7,5,女性,50,54
2014,9,9,女性,45,49
2014,8,8,女性,65,69
2014,5,6,女性,30,34
2014,8,9,女性,30,34
2014,7,7,女性,45,49
2014,7,5,女性,55,59
2014,7,7,女性,50,54
2014,9,13,男性,65,69
2014,8,8,男性,35,39
2014,6,6,男性,55,59
2014,8,10,女性,60,64
2014,6,4,男性,55,59
2014,6,8,女性,50,54
2014,5,6,女性,45,49
2014,10,10,女性,60,64
2014,5,5,女性,45,49
2014,5,5,女性,50,54
2014,5,5,女性,50,54
2014,8,11,女性,45,49
2014,8,10,女性,40,44
2014,3,3,男性,45,49
2014,9,8,男性,65,69
2014,10,10,女性,50,54
2014,7,10,女性,30,34
2014,7,9,男性,45,49
2014,8,7,女性,70,74
2014,6,5,男性,50,54
2014,7,10,女性,45,49
2014,10,10,女性,45,49
2014,5,5,女性,45,49
2014,5,10,男性,60,64
2014,9,8,女性,50,54
2014,8,8,女性,60,64
2014,8,9,女性,25,29
2014,8,8,女性,50,54
2014,8,7,女性,35,39
2014,9,9,女性,45,49
2014,8,9,女性,40,44
2014,6,5,女性,50,54
2014,8,7,女性,60,64
2014,6,3,女性,50,54
2014,7,8,女性,40,44
2014,7,9,女性,50,54
2014,9,10,女性,60,64
2014,7,7,女性,50,54
2014,8,11,男性,50,54
2014,8,8,男性,60,64
2014,5,4,女性,55,59
2014,5,6,男性,50,54
2014,4,5,女性,40,44
2014,7,8,男性,65,69
2014,8,8,女性,65,69
2014,7,6,男性,65,69
2014,7,6,男性,70,74
2014,4,5,女性,45,49
2014,9,13,男性,70,74
2014,7,7,男性,55,59
2014,7,7,男性,65,69
2014,7,7,女性,60,64
2014,7,6,男性,60,64
2014,6,4,男性,65,69
2014,3,0,女性,50,54
2014,8,8,女性,60,64
2014,9,12,女性,45,49
2014,10,10,女性,55,59
2014,10,10,女性,40,44
2014,7,7,男性,55,59
2014,3,1,男性,60,64
2014,9,12,女性,60,64
2014,6,6,女性,55,59
2014,10,10,男性,60,64
2014,6,7,女性,40,44
2014,10,10,女性,75,79
2014,8,8,女性,40,44
2014,6,5,男性,60,64
2014,9,9,女性,35,39
2014,5,3,男性,65,69
2014,7,7,女性,55,59
2014,10,10,女性,45,49
2014,7,12,女性,30,34
2014,7,10,女性,40,44
2014,5,5,男性,80,84
2014,7,7,女性,40,44
2014,8,11,女性,50,54
2014,8,8,男性,50,54
2014,10,10,女性,50,54
2014,10,10,女性,70,74
2014,7,9,男性,60,64
2014,6,9,男性,65,69
2014,8,8,女性,40,44
2014,10,10,女性,45,49
2014,5,8,男性,40,44
2014,3,5,男性,40,44
2014,10,10,女性,50,54
2014,4,2,女性,50,54
2014,7,10,女性,50,54
2014,6,6,女性,40,44
2014,8,8,男性,65,69
2014,7,10,女性,50,54
2014,5,5,男性,40,44
2014,7,6,女性,65,69
2014,8,8,女性,40,44
2014,7,7,男性,65,69
2014,7,5,女性,55,59
2014,7,7,男性,55,59
2014,4,1,女性,45,49
2014,3,0,男性,50,54
2014,8,6,女性,75,79
2014,6,6,女性,65,69
2014,8,8,女性,30,34
2014,8,8,男性,50,54
2014,7,10,女性,45,49
2014,8,11,女性,40,44
2014,7,7,女性,55,59
2014,8,9,男性,40,44
2014,5,8,男性,55,59
2014,7,9,女性,30,34
2014,5,5,女性,45,49
2014,5,2,女性,40,44
2014,5,5,男性,65,69
2014,8,8,男性,65,69
2014,8,4,女性,70,74
2014,7,7,女性,25,29
2014,8,7,女性,40,44
2014,5,5,男性,50,54
2014,7,7,男性,60,64
2014,8,11,女性,25,29
2014,8,8,女性,50,54
2014,8,8,男性,60,64
2014,6,6,女性,60,64
2014,5,7,女性,40,44
2014,5,8,男性,65,69
2014,7,7,女性,40,44
2014,9,9,女性,40,44
2014,5,10,女性,45,49
2014,6,6,男性,50,54
2014,8,11,女性,25,29
2014,6,11,男性,60,64
2014,5,2,男性,60,64
2014,8,8,女性,55,59
2014,6,6,女性,35,39
2014,5,3,女性,40,44
2014,10,15,女性,35,39
2014,10,10,女性,45,49
2014,7,6,男性,55,59
2014,9,10,女性,50,54
2014,3,4,男性,50,54
2014,6,9,女性,50,54
2014,5,5,男性,35,39
2014,6,4,男性,55,59
2014,7,7,女性,65,69
2014,8,10,女性,25,29
2014,5,5,男性,45,49
2014,9,9,女性,40,44
2014,8,8,女性,50,54
2014,9,9,女性,40,44
2014,9,9,女性,40,44
2014,8,8,女性,40,44
2014,5,5,女性,40,44
2014,4,3,男性,45,49
2014,7,7,男性,55,59
2014,7,8,男性,45,49
2014,7,10,女性,35,39
2014,8,8,女性,50,54
2014,7,6,女性,40,44
2014,10,10,女性,55,59
2014,5,10,男性,50,54
2014,9,9,男性,75,79
2014,8,8,男性,55,59
2014,3,4,男性,50,54
2014,10,10,男性,55,59
2014,4,2,男性,45,49
2014,8,10,男性,55,59
2014,7,7,男性,60,64
2014,6,3,女性,40,44
2014,8,8,女性,55,59
2014,8,7,男性,60,64
2014,3,3,女性,45,49
2014,8,8,男性,60,64
2014,8,8,男性,65,69
2014,6,6,男性,45,49
2014,7,6,女性,60,64
2014,9,11,女性,55,59
2014,7,9,女性,25,29
2014,9,9,女性,40,44
2014,6,5,女性,60,64
2014,6,4,男性,60,64
2014,8,8,女性,45,49
2014,8,9,女性,40,44
2014,7,7,女性,55,59
2014,7,6,女性,50,54
2014,8,8,男性,60,64
2014,7,7,女性,60,64
2014,5,3,女性,50,54
2014,8,9,女性,35,39
2014,9,10,女性,40,44
2014,6,6,男性,45,49
2014,9,9,女性,35,39
2014,8,11,女性,45,49
2014,7,6,女性,65,69
2014,1,-4,女性,50,54
2014,8,8,女性,60,64
2014,6,6,男性,60,64
2014,8,11,女性,45,49
2014,7,6,女性,45,49
2014,9,9,男性,75,79
2014,9,9,男性,60,64
2014,8,8,女性,65,69
2014,8,4,男性,70,74
2014,7,7,男性,75,79
2014,8,6,女性,30,34
2014,9,8,女性,65,69
2014,9,9,男性,65,69
2014,7,9,男性,70,74
2014,8,7,女性,55,59
2014,5,5,女性,50,54
2014,9,8,女性,40,44
2014,7,8,女性,60,64
2014,7,7,女性,50,54
2014,8,7,女性,50,54
2014,6,6,女性,55,59
2014,6,8,女性,25,29
2014,10,10,女性,55,59
2014,9,11,男性,50,54
2014,2,-3,男性,70,74
2014,9,9,女性,55,59
2014,7,8,女性,50,54
2014,8,8,女性,45,49
2014,8,6,男性,75,79
2014,9,9,女性,50,54
2014,8,10,女性,55,59
2014,7,5,女性,50,54
2014,8,9,男性,65,69
2014,5,5,男性,50,54
2014,7,10,女性,40,44
2014,1,-4,女性,75,79
2014,10,15,男性,55,59
2014,10,7,女性,55,59
2014,5,8,女性,55,59
2014,8,11,女性,45,49
2014,5,8,男性,60,64
2014,7,5,女性,50,54
2014,5,4,女性,50,54
2014,8,9,女性,30,34
2014,8,8,女性,45,49
2014,8,8,女性,40,44
2014,1,-4,女性,50,54
2014,4,3,女性,35,39
2014,10,10,男性,60,64
2014,8,13,女性,30,34
2014,6,4,男性,50,54
2014,7,5,女性,60,64
2014,6,6,男性,50,54
2014,7,11,女性,45,49
2014,5,6,男性,40,44
2014,6,6,女性,60,64
2014,10,15,女性,40,44
2014,6,5,女性,45,49
2014,6,7,女性,40,44
2014,3,0,女性,45,49
2014,4,3,女性,60,64
2014,4,3,女性,65,69
2014,10,13,女性,45,49
2014,8,8,女性,45,49
2014,6,6,男性,50,54
2014,5,5,男性,55,59
2014,8,13,女性,30,34
2014,5,10,女性,45,49
2014,2,-1,男性,65,69
2014,5,3,女性,55,59
2014,8,8,男性,65,69
2014,5,5,男性,65,69
2014,2,2,男性,50,54
2014,4,3,女性,50,54
2014,8,10,男性,30,34
2014,8,11,男性,45,49
2014,7,7,女性,50,54
2014,6,6,女性,55,59
2014,0,-5,女性,40,44
2014,7,11,女性,55,59
2014,8,8,女性,70,74
2014,9,9,女性,40,44
2014,1,6,男性,50,54
2014,9,8,女性,35,39
2014,7,9,女性,50,54
2014,7,7,男性,60,64
2014,5,6,女性,60,64
2014,9,9,男性,50,54
2014,6,5,女性,45,49
2014,7,10,男性,30,34
2014,9,9,女性,50,54
2014,10,13,女性,60,64
2014,10,10,女性,35,39
2014,8,8,女性,60,64
2014,10,15,男性,45,49
2014,5,5,男性,45,49
2014,9,11,女性,45,49
2014,7,5,男性,70,74
2014,8,5,男性,60,64
2014,6,3,男性,65,69
2014,10,15,女性,55,59
2014,6,11,男性,55,59
2014,10,10,女性,50,54
2014,9,7,女性,45,49
2014,7,9,男性,65,69
2014,8,7,女性,60,64
2014,8,6,女性,60,64
2014,8,13,女性,30,34
2014,5,8,男性,60,64
2014,9,6,男性,60,64
2014,5,5,男性,80,84
2014,8,9,女性,55,59
2014,8,8,男性,55,59
2014,7,9,女性,50,54
2014,8,10,女性,40,44
2014,8,10,女性,35,39
2014,6,5,男性,65,69
2014,8,8,女性,45,49
2014,7,9,男性,50,54
2014,7,12,男性,50,54
2014,7,4,女性,50,54
2014,8,6,女性,50,54
2014,8,10,男性,45,49
2014,8,7,女性,50,54
2014,6,7,女性,45,49
2014,8,12,女性,50,54
2014,5,0,女性,50,54
2014,7,9,女性,35,39
2014,10,10,男性,50,54
2014,8,8,女性,60,64
2014,7,7,女性,60,64
2014,10,10,女性,45,49
2014,8,6,女性,40,44
2014,0,0,男性,30,34
2014,9,9,女性,35,39
2014,8,7,男性,65,69
2014,8,11,男性,40,44
2014,8,8,女性,40,44
2014,5,5,男性,40,44
2014,7,6,男性,75,79
2014,8,9,女性,50,54
2014,4,7,女性,45,49
2014,6,6,女性,60,64
2014,10,15,男性,70,74
2014,5,3,男性,50,54
2014,9,10,女性,50,54
2014,6,5,女性,35,39
2014,8,11,女性,50,54
2014,8,8,女性,40,44
2014,7,5,男性,40,44
2014,8,13,女性,40,44
2014,6,6,男性,45,49
2014,6,9,女性,50,54
2014,7,9,女性,45,49
2014,6,6,男性,50,54
2014,9,11,女性,60,64
2014,8,8,男性,70,74
2014,7,7,男性,50,54
2014,5,8,男性,30,34
2014,7,7,女性,45,49
2014,7,7,男性,50,54
2014,8,11,女性,40,44
2014,3,5,女性,45,49
2014,8,12,男性,35,39
2014,9,9,女性,60,64
2014,7,11,女性,35,39
2014,8,8,女性,45,49
2014,4,5,女性,65,69
2014,9,9,男性,65,69
2014,7,5,男性,50,54
2014,8,10,女性,30,34
2014,10,10,男性,50,54
2014,8,8,女性,45,49
2014,10,10,男性,60,64
2014,3,3,女性,50,54
2014,7,7,男性,60,64
2014,9,9,男性,65,69
2014,5,5,男性,45,49
2014,5,8,女性,45,49
2014,8,8,女性,45,49
2014,6,8,女性,25,29
2014,10,10,女性,40,44
2014,8,8,女性,80,84
2014,3,0,女性,65,69
2014,7,9,男性,70,74
2014,10,10,女性,45,49
2014,10,15,女性,35,39
2014,8,8,女性,60,64
2014,7,11,女性,60,64
2014,6,6,男性,55,59
2014,7,7,女性,55,59
2014,4,3,男性,70,74
2014,8,6,女性,65,69
2014,6,6,男性,40,44
2014,7,8,女性,45,49
2014,10,9,男性,70,74
2014,10,7,男性,60,64
2014,10,10,女性,45,49
2014,9,9,女性,35,39
2014,5,5,女性,45,49
2014,5,5,女性,50,54
2014,8,11,女性,30,34
2014,7,6,女性,35,39
2014,4,3,女性,50,54
2014,8,9,男性,60,64
2014,8,8,女性,60,64
2014,8,8,男性,60,64
2014,8,8,女性,35,39
2014,7,12,女性,45,49
2014,7,8,女性,50,54
2014,8,8,男性,70,74
2014,8,6,女性,65,69
2014,3,3,男性,50,54
2014,10,13,女性,40,44
2014,8,10,男性,25,29
2014,5,5,男性,40,44
2014,3,8,男性,50,54
2014,8,11,女性,30,34
2014,7,7,女性,50,54
2014,8,13,女性,35,39
2014,7,6,男性,55,59
2014,9,11,男性,55,59
2014,8,11,女性,55,59
2014,8,8,女性,40,44
2014,7,7,男性,55,59
2014,9,11,女性,50,54
2014,9,9,女性,55,59
2014,6,6,女性,45,49
2014,8,8,女性,40,44
2014,8,7,男性,60,64
2014,8,13,女性,30,34
2014,6,8,男性,60,64
2014,6,7,男性,55,59
2014,6,7,男性,60,64
2014,8,8,女性,40,44
2014,7,6,女性,50,54
2014,8,6,女性,55,59
2014,9,11,女性,50,54
2014,5,5,男性,45,49
2014,4,2,男性,50,54
2014,5,5,女性,40,44
2014,5,5,女性,35,39
2014,10,10,男性,40,44
2014,10,10,女性,50,54
2014,8,8,男性,50,54
2014,8,13,女性,40,44
2014,8,8,女性,65,69
2014,7,7,男性,50,54
2014,5,5,女性,65,69
2014,10,10,女性,65,69
2014,8,5,女性,45,49
2014,8,10,女性,35,39
2014,10,10,女性,45,49
2014,8,6,男性,65,69
2014,10,12,女性,50,54
2014,4,2,男性,50,54
2014,6,6,女性,50,54
2014,6,8,女性,50,54
2014,9,9,男性,40,44
2014,7,7,女性,35,39
2014,8,9,女性,50,54
2014,9,8,女性,40,44
2014,9,8,女性,55,59
2014,7,5,男性,45,49
2014,8,13,女性,55,59
2014,8,10,男性,50,54
2014,6,5,女性,60,64
2014,6,6,女性,65,69
2014,7,8,女性,60,64
2014,6,3,男性,75,79
2014,7,10,女性,45,49
2014,8,6,女性,40,44
2014,7,7,女性,45,49
2014,5,5,男性,50,54
2014,10,10,男性,40,44
2014,8,9,女性,45,49
2014,5,7,女性,35,39
2014,9,9,女性,55,59
2014,6,3,男性,55,59
2014,8,8,男性,75,79
2014,5,5,女性,50,54
2014,10,12,女性,55,59
2014,5,5,女性,50,54
2014,8,8,男性,55,59
2014,4,2,女性,60,64
2014,7,10,女性,40,44
2014,6,7,女性,50,54
2014,5,5,男性,60,64
2014,5,4,男性,45,49
2014,8,11,女性,65,69
2014,10,10,女性,55,59
2014,10,10,男性,60,64
2014,9,9,女性,45,49
2014,10,15,男性,55,59
2014,8,7,男性,60,64
2014,8,6,女性,60,64
2014,5,7,女性,30,34
2014,10,12,女性,35,39
2014,9,12,男性,65,69
2014,7,7,女性,35,39
2014,9,9,女性,50,54
2014,10,10,女性,45,49
2014,5,9,男性,60,64
2014,8,8,女性,40,44
2014,5,5,女性,45,49
2014,4,4,女性,65,69
2014,8,8,男性,60,64
2014,3,3,女性,50,54
2014,9,13,男性,50,54
2014,5,2,女性,45,49
2014,8,8,女性,65,69
2014,7,6,男性,35,39
2014,7,5,男性,75,79
2014,7,7,男性,40,44
2014,1,1,女性,50,54
2014,7,7,男性,60,64
2014,6,9,男性,55,59
2014,7,7,女性,35,39
2014,7,5,男性,50,54
2014,7,5,男性,55,59
2014,9,9,男性,70,74
2014,10,10,女性,60,64
2014,6,3,男性,80,84
2014,9,12,女性,50,54
2014,7,7,女性,50,54
2014,0,-5,女性,40,44
2014,8,11,女性,45,49
2014,8,8,女性,35,39
2014,5,3,男性,60,64
2014,8,8,女性,60,64
2014,9,10,女性,70,74
2014,8,5,女性,50,54
2014,6,5,女性,60,64
2014,6,9,男性,30,34
2014,7,8,女性,45,49
2014,6,4,女性,35,39
2014,10,13,女性,45,49
2014,8,5,女性,55,59
2014,8,5,女性,55,59
2014,8,11,女性,50,54
2014,3,0,男性,50,54
2014,6,11,女性,65,69
2014,10,10,男性,45,49
2014,7,7,男性,50,54
2014,8,13,女性,35,39
2014,6,4,男性,50,54
2014,8,8,女性,45,49
2014,7,5,女性,45,49
2014,7,3,男性,70,74
2014,9,9,女性,50,54
2014,6,8,男性,30,34
2014,9,11,女性,50,54
2014,6,6,女性,50,54
2014,6,5,男性,65,69
2014,8,8,男性,70,74
2014,6,10,女性,50,54
2014,7,6,男性,45,49
2014,7,12,女性,50,54
2014,7,9,女性,35,39
2014,7,8,女性,35,39
2014,9,9,女性,70,74
2014,6,7,男性,15,19
2014,10,10,女性,45,49
2014,7,7,男性,60,64
2014,9,12,女性,35,39
2014,8,10,女性,55,59
2014,8,8,女性,40,44
2014,8,8,女性,35,39
2014,9,14,女性,35,39
2014,8,11,女性,30,34
2014,8,8,女性,40,44
2014,6,9,女性,30,34
2014,8,8,女性,50,54
2014,8,10,男性,45,49
2014,6,3,男性,60,64
2014,7,7,男性,70,74
2014,5,4,男性,65,69
2014,9,13,女性,45,49
2014,7,7,女性,45,49
2014,8,10,男性,40,44
2014,9,12,女性,25,29
2014,8,9,女性,35,39
2014,7,7,男性,60,64
2014,7,6,男性,75,79
2014,3,0,女性,50,54
2014,5,5,女性,40,44
2014,6,9,女性,60,64
2014,6,6,女性,50,54
2014,10,10,女性,35,39
2014,8,8,女性,30,34
2014,8,8,女性,50,54
2014,9,9,女性,40,44
2014,8,8,女性,50,54
2014,9,11,女性,35,39
2014,9,9,男性,65,69
2014,6,8,男性,55,59
2014,10,9,男性,75,79
2014,6,8,女性,55,59
2014,8,10,男性,50,54
2014,10,15,女性,35,39
2014,8,8,男性,55,59
2014,8,13,女性,30,34
2014,7,7,女性,50,54
2014,7,6,女性,50,54
2014,6,5,男性,80,84
2014,7,9,女性,55,59
2014,10,10,男性,80,84
2014,7,8,男性,55,59
2014,7,10,女性,55,59
2014,10,15,男性,30,34
2014,8,7,女性,50,54
2014,7,7,女性,50,54
2014,8,11,女性,45,49
2014,4,1,男性,70,74
2014,6,8,女性,45,49
2014,8,7,女性,40,44
2014,5,5,男性,60,64
2014,7,7,男性,55,59
2014,7,7,女性,45,49
2014,3,0,女性,50,54
2014,6,5,男性,55,59
2014,9,9,女性,50,54
2014,9,8,女性,55,59
2014,7,7,女性,55,59
2014,9,13,女性,30,34
2014,8,8,男性,60,64
2014,3,3,男性,60,64
2014,5,2,男性,50,54
2014,8,8,女性,50,54
2014,8,8,女性,50,54
2014,5,5,女性,50,54
2014,5,2,女性,65,69
2014,7,7,女性,50,54
2014,7,7,男性,50,54
2014,9,10,男性,40,44
2014,10,10,女性,40,44
2014,9,9,男性,50,54
2014,8,11,女性,45,49
2014,8,9,男性,60,64
2014,5,6,女性,45,49
2014,6,5,男性,55,59
2014,0,-2,男性,35,39
2014,7,2,男性,70,74
2014,4,6,女性,50,54
2014,9,9,女性,30,34
2014,6,11,女性,30,34
2014,5,5,男性,45,49
2014,10,10,女性,50,54
2014,8,8,男性,50,54
2014,5,3,女性,50,54
2014,6,6,男性,55,59
2014,8,6,男性,80,84
2014,8,10,女性,50,54
2014,7,12,女性,35,39
2014,5,5,男性,75,79
2014,9,6,女性,45,49
2014,7,7,男性,75,79
2014,8,8,男性,55,59
2014,10,15,男性,25,29
2014,8,7,男性,75,79
2014,6,4,女性,45,49
2014,8,8,女性,55,59
2014,10,10,女性,35,39
2014,5,2,女性,45,49
2014,3,5,女性,55,59
2014,7,7,男性,50,54
2014,6,6,男性,75,79
2014,8,8,女性,50,54
2014,8,7,女性,35,39
2014,8,13,女性,50,54
2014,7,7,男性,65,69
2014,8,8,女性,55,59
2014,10,12,男性,50,54
2014,7,7,女性,45,49
2014,10,10,女性,40,44
2014,6,6,男性,50,54
2014,9,9,女性,45,49
2014,7,7,男性,55,59
2014,10,7,男性,65,69
2014,8,13,男性,50,54
2014,7,11,男性,50,54
2014,7,7,女性,30,34
2014,7,12,女性,35,39
2014,9,9,男性,60,64
2014,9,8,女性,35,39
2014,8,8,男性,80,84
2014,9,9,女性,50,54
2014,9,11,女性,50,54
2014,8,9,男性,65,69
2014,6,3,男性,60,64
2014,5,4,女性,40,44
2014,7,9,女性,65,69
2014,8,8,女性,60,64
2014,9,12,女性,45,49
2014,5,0,女性,55,59
2014,9,12,男性,45,49
2014,7,7,女性,45,49
2014,5,5,女性,35,39
2014,9,9,女性,55,59
2014,7,7,男性,65,69
2014,5,2,男性,55,59
2014,8,11,男性,45,49
2014,6,4,女性,60,64
2014,5,5,男性,40,44
2014,8,11,女性,50,54
2014,7,10,女性,50,54
2014,8,8,女性,50,54
2014,8,8,男性,35,39
2014,10,11,女性,35,39
2014,9,9,女性,35,39
2014,5,5,女性,75,79
2014,6,8,女性,45,49
2014,3,-1,男性,55,59
2014,8,10,男性,35,39
2014,6,4,男性,55,59
2014,5,5,男性,55,59
2014,9,8,女性,55,59
2014,8,9,女性,35,39
2014,7,7,男性,50,54
2014,7,6,女性,45,49
2014,9,8,女性,75,79
2014,10,10,女性,45,49
2014,5,5,男性,50,54
2014,7,7,女性,50,54
2014,7,7,女性,65,69
2014,7,8,女性,50,54
2014,5,8,女性,55,59
2014,7,9,女性,55,59
2014,8,5,女性,60,64
2014,10,10,女性,60,64
2014,7,7,男性,55,59
2014,8,12,女性,50,54
2014,8,7,男性,65,69
2014,7,7,男性,70,74
2014,9,10,女性,60,64
2014,6,6,女性,40,44
2014,7,7,女性,65,69
2014,6,4,男性,55,59
2014,8,8,女性,60,64
2014,6,6,女性,50,54
2014,6,9,男性,55,59
2014,3,0,男性,60,64
2014,5,6,男性,55,59
2014,8,10,男性,45,49
2014,9,4,女性,50,54
2014,2,7,男性,60,64
2014,10,15,女性,60,64
2014,8,8,女性,50,54
2014,10,15,女性,25,29
2014,8,9,女性,50,54
2014,9,9,女性,45,49
2014,3,3,男性,45,49
2014,10,15,女性,40,44
2014,3,3,女性,35,39
2014,10,5,男性,55,59
2014,10,9,女性,35,39
2014,3,-2,女性,50,54
2014,8,8,女性,40,44
2014,8,8,男性,35,39
2014,7,7,女性,50,54
2014,6,8,女性,50,54
2014,7,7,女性,30,34
2014,9,9,女性,70,74
2014,8,9,男性,55,59
2014,3,1,男性,35,39
2014,10,10,女性,60,64
2014,5,0,女性,70,74
2014,7,7,男性,45,49
2014,5,5,女性,25,29
2014,8,8,男性,55,59
2014,7,7,女性,55,59
2014,7,9,男性,75,79
2014,9,9,男性,60,64
2014,8,8,女性,60,64
2014,8,13,男性,50,54
2014,8,8,女性,55,59
2014,8,8,女性,35,39
2014,8,10,男性,30,34
2014,7,9,女性,50,54
2014,8,8,男性,50,54
2014,7,9,女性,50,54
2014,6,6,男性,60,64
2014,7,7,女性,40,44
2014,5,8,女性,35,39
2014,8,11,女性,65,69
2014,8,13,女性,45,49
2014,2,-1,男性,45,49
2014,8,8,女性,50,54
2014,7,9,男性,60,64
2014,9,9,女性,50,54
2014,8,10,女性,50,54
2014,5,10,女性,35,39
2014,8,7,女性,40,44
2014,8,10,女性,55,59
2014,7,9,女性,50,54
2014,7,9,男性,65,69
2014,8,7,男性,65,69
2014,7,7,女性,30,34
2014,7,7,女性,50,54
2014,8,8,女性,50,54
2014,9,12,女性,30,34
2014,5,4,男性,65,69
2014,6,8,女性,45,49
2014,7,10,男性,50,54
2014,7,5,男性,55,59
2014,5,2,男性,55,59
2014,7,8,女性,45,49
2014,8,8,女性,45,49
2014,8,10,男性,60,64
2014,4,1,男性,50,54
2014,3,5,女性,35,39
2014,6,6,男性,60,64
2014,7,12,女性,50,54
2014,9,11,男性,45,49
2014,9,9,女性,50,54
2014,7,10,女性,50,54
2014,8,8,男性,65,69
2014,6,4,男性,65,69
2014,8,7,男性,65,69
2014,5,3,女性,45,49
2014,8,11,女性,45,49
2014,9,9,女性,60,64
2014,10,10,男性,50,54
2014,7,10,女性,55,59
2014,10,10,女性,50,54
2014,8,8,女性,40,44
2014,10,15,女性,35,39
2014,10,10,男性,45,49
2014,8,10,女性,65,69
2014,8,6,女性,55,59
2014,7,2,女性,25,29
2014,4,4,女性,45,49
2014,9,13,女性,55,59
2014,10,10,女性,50,54
2014,8,11,男性,50,54
2014,9,9,女性,50,54
2014,7,7,女性,50,54
2014,9,9,女性,40,44
2014,8,8,男性,65,69
2014,8,8,男性,55,59
2014,1,6,男性,45,49
2014,9,9,男性,70,74
2014,8,8,女性,40,44
2014,6,7,女性,60,64
2014,7,8,女性,55,59
2014,6,5,男性,65,69
2014,8,8,男性,50,54
2014,9,9,男性,55,59
2014,7,7,女性,60,64
2014,2,2,女性,35,39
2014,8,8,男性,45,49
2014,7,6,女性,50,54
2014,4,3,男性,50,54
2014,8,8,男性,60,64
2014,5,5,男性,45,49
2014,5,10,男性,60,64
2014,6,9,男性,50,54
2014,10,10,女性,55,59
2014,7,9,男性,35,39
2014,5,6,女性,55,59
2014,8,6,女性,60,64
2014,5,8,女性,30,34
2014,10,13,男性,45,49
2014,8,10,男性,50,54
2014,8,6,女性,45,49
2014,5,6,男性,60,64
2014,7,2,女性,35,39
2014,5,2,男性,60,64
2014,7,7,女性,40,44
2014,8,8,女性,50,54
2014,8,8,女性,45,49
2014,5,6,女性,40,44
2014,5,3,女性,60,64
2014,10,10,女性,45,49
2014,5,6,女性,55,59
2014,8,11,女性,30,34
2014,6,7,女性,40,44
2014,4,9,男性,50,54
2014,5,2,女性,65,69
2014,9,10,女性,30,34
2014,7,8,女性,35,39
2014,8,8,女性,40,44
